eid,company_name,search_name,company_id,recall_type,recall_detail,id,patent_event_type,publish_date,company_main_products,patent_product_words,standard_web_url,patent_name,app_num_standard,keyword,tech_word,product_word,stand_effect_word,patent_brief,annex,rank
4c8bd41b-2534-43c0-8643-5bf4dca1991e,华为技术有限公司,中兴通讯股份有限公司,237606493754494976,竞争对手,"{""peer_names"": ""中兴通讯股份有限公司"", ""peer_main_products"": ""通信;光网络;宽带;服务器;电信设备"", ""patent_product_words"": ""存储介质;移动终端;电子设备;电子装置;移动电话"", ""standard_web_url"": ""http://www.zte.com.cn""}",WZIP_1a1d9166e3a61fd7e974121f0a0dcb49,公开,2024-07-09 12:00:00,通信技术;终端路由器;基础设施;通信解决方案;信息产品技术,通信装置;通信系统;电子设备;通信方法;网络设备,http://www.huawei.com,一种通信方法以及计算机可读存储介质,CN202310020842.2,\N,数字信息的传输;无线通信网络,通信方法,提高传输效率;提高吞吐量;提高功率;提高利用率,一种通信方法以及计算机可读存储介质，涉及通信技术领域，用于使基站可以与第一终端和与第一终端聚合的至少一个第二终端进行数据传输，进而提高数据传输速率和吞吐量。该方法包括：将至少一个第二终端与第一终端聚合；基于至少一个第二终端，与第一终端进行数据传输。,https://wzdata-api.qizhidao.com/bigtools/big/rk/d79023b3f3b3f85ce870e23d6276b0c0/FMIPCN118316577ACN2024118316577A.PDF,1
4c8bd41b-2534-43c0-8643-5bf4dca1991e,华为技术有限公司,荣耀终端有限公司,237606493754494976,竞争对手,"{""peer_names"": ""荣耀终端有限公司"", ""peer_main_products"": ""智能手机;平板电脑;智能终端;笔记本;通信产品"", ""patent_product_words"": ""电子设备;终端设备;芯片系统;芯片;移动终端"", ""standard_web_url"": """"}",WZIP_22c70ada1555d3f16cc90a04834fdbb3,公开,2024-07-09 12:00:00,通信技术;终端路由器;基础设施;通信解决方案;信息产品技术,通信装置;通信系统;电子设备;通信方法;网络设备,http://www.huawei.com,一种通信方法、终端设备和可读存储介质,CN202410531026.2,\N,无线通信网络,通信方法,放大;存取方便;提高系统效率;减少等待时间,本申请涉及通信领域，特别涉及一种通信方法、终端设备和可读存储介质。方法包括：当主叫设备建立通话时，主叫设备可以预先基于自身的网络注册类型，调整向IMS核心网发送用于请求建立通话的invite消息中携带的信息。若主叫设备的网络注册类型为无线局域网，则发送不携带资源预留（precondition）标签的invite消息；若主叫设备注册的是蜂窝网络，则发送携带precondition标签的invite消息。如此，使得主叫设备可以在无线局域网下进行语音和视频通话，进而也提高用户建立通话的体验。,https://wzdata-api.qizhidao.com/bigtools/big/rk/1c87f2d6e8cced6def259e57b4871930/FMIPCN118317381ACN2024118317381A.PDF,1
4c8bd41b-2534-43c0-8643-5bf4dca1991e,华为技术有限公司,华为技术有限公司,237606493754494976,本企业,"{""company_main_products"": ""通信技术;终端路由器;基础设施;通信解决方案;信息产品技术""}",WZIP_a7f94951f232f55fe0f6dacb76272bf0,授权,2024-06-18 12:00:00,通信技术;终端路由器;基础设施;通信解决方案;信息产品技术,通信装置;通信系统;电子设备;通信方法;网络设备,http://www.huawei.com,一种通信系统,CN201911417874.6,\N,传输;光学元件,通信系统,成本低;降低复杂度;提高功率;提高系统效率;降低干扰;提高容量,一种通信系统，用于解决现有技术中通信系统中传输的不同模群间的群延迟较大的问题。本申请中，通信系统可包括至少两个跨段的少模光纤和模式转换器，少模光纤用于传输接收到的M个模群，M个模群在少模光纤中传输的群延时呈中心对称分布；模式转换器用于接收来自少模光纤的M个模群，并将M个模群中的第一模群和第二模群进行模群交换，得到M个交换后的模群，将M个交换后的模群耦合至下一跨段的少模光纤，第一模群的群延时与第二模群的群延时关于中心对称。通过将群延迟关于中心对称的第一模群和第二模群交换模群后，耦合至下一跨段的少模光纤中传输，有助于减小接收端接收到的M个模群间的群延迟。,https://wzdata-api.qizhidao.com/bigtools/big/rk/0f1fc3ee00c240d4f32a6b9c37628e3b/FMIGCN113132007BCN2024113132007B.PDF,1
3e1d0d0b-803d-414b-ad32-8dd00a3aff42,武汉华星光电技术有限公司,武汉天马微电子有限公司,433207268495855616,竞争对手,"{""peer_names"": ""武汉天马微电子有限公司"", ""peer_main_products"": ""微电子;车载面板;设计;智能手机面板;液晶显示器"", ""patent_product_words"": ""显示装置;显示面板;电子设备;显示模组;阵列基板"", ""standard_web_url"": """"}",WZIP_d06b0013eef1522dc9aa0ba8a436efd1,公开,2024-07-12 12:00:00,光电;显示面板;移动终端面板;显示器;手机面板,显示面板;显示装置;阵列基板;背光模组;液晶显示面板,\N,一种阵列基板、显示面板和显示装置,CN202410488337.5,\N,有机电固态器件;半导体器件,阵列基板,视觉效果好;导电性好;减小设计难度;减小布线难度,本申请实施例提供阵列基板、显示面板及显示装置，非显示区包括设置有多条引线的第一子非显示区，显示区，包括沿第一方向排布的第一子显示区和第二子显示区，第一子显示区与第一子非显示区沿第二方向排布，第一子显示区与第二子显示区内均包括多条沿第一方向排布的第一信号线，显示区还包括多条第一连接线；第一连接线包括电连接的第一部分和第二部分，第二部分与第二子显示区内的第一信号线电连接且第一部分与引线电连接；第一部分位于第一子显示区且第一部分与第一信号线位于相同的导电膜层。本申请实施例所提供的技术方案，有利于实现非显示区中位于角落附近的区域的宽度较小。且有利于减少工艺制程步骤及阵列基板、显示面板、显示装置的厚度。,https://wzdata-api.qizhidao.com/bigtools/big/rk/2c9723c3a1b5c0c3c447913e335a1ee8/FMIPCN118338724ACN2024118338724A.PDF,3
3e1d0d0b-803d-414b-ad32-8dd00a3aff42,武汉华星光电技术有限公司,武汉天马微电子有限公司,433207268495855616,竞争对手,"{""peer_names"": ""武汉天马微电子有限公司"", ""peer_main_products"": ""微电子;车载面板;设计;智能手机面板;液晶显示器"", ""patent_product_words"": ""显示装置;显示面板;电子设备;显示模组;阵列基板"", ""standard_web_url"": """"}",WZIP_3fe5f2a4629b8339aaa792dfe74019da,公开,2024-06-28 12:00:00,光电;显示面板;移动终端面板;显示器;手机面板,显示面板;显示装置;阵列基板;背光模组;液晶显示面板,\N,显示基板、触控显示面板及触控显示装置,CN202410384693.2,\N,显示装置;半导体器件;有机电固态器件;光学模拟/数字转换器;电数字数据处理,触控显示装置;触控显示面板;显示基板,成本低;提高识别率;减少工序;提高显示效果;增加扩散路径曲折程度;速度快;防潮湿;阻隔能力更好;耐腐蚀;提高显示基板制作效果,本公开涉及一种显示基板、触控显示面板及触控显示装置，方法包括：衬底基板，所述衬底基板包括绑定区；所述绑定区内包括第一连接引脚和第二连接引脚，沿所述第一连接引脚指向所述第二连接引脚的方向，所述第一连接引脚和所述第二连接引脚之间包括绝缘结构；相邻的所述第一连接引脚和所述第二连接引脚位于不同导电层。其可以延长水分子、导电离子的扩散路径，延缓对第一连接引脚和/或第二连接引脚的腐蚀，进而达到延长显示基板寿命的目的。,https://wzdata-api.qizhidao.com/bigtools/big/rk/a88b26d8a62f3416598ed6bc6f8f6c82/FMIPCN118265374ACN2024118265374A.PDF,9
3e1d0d0b-803d-414b-ad32-8dd00a3aff42,武汉华星光电技术有限公司,武汉天马微电子有限公司,433207268495855616,竞争对手,"{""peer_names"": ""武汉天马微电子有限公司"", ""peer_main_products"": ""微电子;车载面板;设计;智能手机面板;液晶显示器"", ""patent_product_words"": ""显示装置;显示面板;电子设备;显示模组;阵列基板"", ""standard_web_url"": """"}",WZIP_011d2b8ace9b25372c24cbb34688dff6,公开,2024-07-02 12:00:00,光电;显示面板;移动终端面板;显示器;手机面板,显示面板;显示装置;阵列基板;背光模组;液晶显示面板,\N,一种显示面板、电子设备以及显示面板的制作方法,CN202011373455.X,\N,显示装置;半导体器件,显示面板的制作方法,封装制程简单;降低厚度;增强封装效果;密封性好;提高触控电极隔水汽等性能;易弯曲;简化显示面板封装制程;成本低;减少用量;加强封装效果,本发明提供了一种显示面板、电子设备以及显示面板的制作方法，该显示面板包括柔性基板以及显示模组，柔性基板包括第一子柔性基板以及第二子柔性基板，其中，第二子柔性基板包括第一包裹部，该第一包裹部弯折后至少包裹住所述第一子柔性基板的边缘部，形成密封空腔，在该密封空腔内设置有显示模组。即本方案通过柔性基板对显示模组进行封装，其封装制程简单，增强封装效果。除此，柔性基板的厚度要小于现有薄膜封装层的厚度，进而使得本发明提供的显示面板的厚度降低。,https://wzdata-api.qizhidao.com/bigtools/big/rk/47c348456ba7a1bcfb2a9c8685948a5f/FMIGCN112509992BCN2024112509992B.PDF,8
3e1d0d0b-803d-414b-ad32-8dd00a3aff42,武汉华星光电技术有限公司,武汉天马微电子有限公司,433207268495855616,竞争对手,"{""peer_names"": ""武汉天马微电子有限公司"", ""peer_main_products"": ""微电子;车载面板;设计;智能手机面板;液晶显示器"", ""patent_product_words"": ""显示装置;显示面板;电子设备;显示模组;阵列基板"", ""standard_web_url"": """"}",WZIP_41c11c05825a491671e17d7caaa1f86f,公开,2024-07-09 12:00:00,光电;显示面板;移动终端面板;显示器;手机面板,显示面板;显示装置;阵列基板;背光模组;液晶显示面板,\N,一种显示模组及显示装置,CN202410566672.2,\N,显示装置,显示模组,尺寸小;提高支撑能力;保证平整度;提高稳定性;成本低;降低复杂度,本申请实施例提供的一种显示模组及显示装置，显示模组包括柔性显示屏具有卷曲状态和展平状态，支撑层位于柔性显示屏的一侧且承载柔性显示屏，支撑层具有与柔性显示屏的卷曲状态对应的卷曲状态及与柔性显示屏的展平状态对应的展平状态；支撑层包括至少一个支撑部，支撑部包括沿柔性显示屏延展方向排布的多个滑动件、多个限位件及多个连杆，滑动件用于在支撑层在卷曲状态与展平状态之间切换时沿支撑层的厚度方向滑动。本申请在显示模组中设置支撑层，有利于降低显示设备的整体尺寸，通过滑动件实现具有支撑作用的支撑部也可跟随柔性显示屏切换为卷曲状态，有利于利用显示模组内的膜层对柔性显示屏实现支撑和保证柔性显示屏的平整度的作用。,https://wzdata-api.qizhidao.com/bigtools/big/rk/faa3303491a8b6c15de42dcb7767cc68/FMIPCN118314807ACN2024118314807A.PDF,7
3e1d0d0b-803d-414b-ad32-8dd00a3aff42,武汉华星光电技术有限公司,武汉天马微电子有限公司,433207268495855616,竞争对手,"{""peer_names"": ""武汉天马微电子有限公司"", ""peer_main_products"": ""微电子;车载面板;设计;智能手机面板;液晶显示器"", ""patent_product_words"": ""显示装置;显示面板;电子设备;显示模组;阵列基板"", ""standard_web_url"": """"}",WZIP_4449f205adb12c0d34fbe3e1b824127a,公开,2024-07-16 12:00:00,光电;显示面板;移动终端面板;显示器;手机面板,显示面板;显示装置;阵列基板;背光模组;液晶显示面板,\N,一种显示面板、显示装置以及显示面板的制备方法,CN202410437329.8,\N,显示装置;电数字数据处理;有机电固态器件,显示面板的制备方法,工艺简单;产品提高;缩短生产周期;成本低;提高产品良率,本公开涉及显示技术领域，尤其涉及一种显示面板、显示装置以及显示面板的制备方法。显示面板包括衬底；位于衬底上的驱动电路层；位于驱动电路层上的第一电极；位于第一电极远离衬底一侧的像素定义层；像素定义层图案化形成有像素定义区，像素定义区对应露出第一电极；形成于像素定义区的第一电极上的发光功能层；位于相邻像素定义区之间像素定义层上的隔离柱；公共电极，包括覆盖发光功能层的第二电极、覆盖隔离柱顶面的悬浮电极，覆盖在隔离柱远离像素定义区一侧的像素定义层上的触控电极；第二电极、悬浮电极和触控电极相互断接。本公开有利于简化工艺制程缩短生产周期，以及降低了显示线号与触控信号之间的相互干扰，有利于提高产品的优良率。,https://wzdata-api.qizhidao.com/bigtools/big/rk/4c52f820344c4bea9013453be73937c9/FMIPCN118354628ACN2024118354628A.PDF,2
3e1d0d0b-803d-414b-ad32-8dd00a3aff42,武汉华星光电技术有限公司,武汉天马微电子有限公司,433207268495855616,竞争对手,"{""peer_names"": ""武汉天马微电子有限公司"", ""peer_main_products"": ""微电子;车载面板;设计;智能手机面板;液晶显示器"", ""patent_product_words"": ""显示装置;显示面板;电子设备;显示模组;阵列基板"", ""standard_web_url"": """"}",WZIP_c8f48fefbb271bfdc39ed1915b28aacd,公开,2024-07-16 12:00:00,光电;显示面板;移动终端面板;显示器;手机面板,显示面板;显示装置;阵列基板;背光模组;液晶显示面板,\N,一种显示模组及显示装置,CN202410592098.8,\N,显示装置,显示模组,提高稳定性;提高柔性显示面板弯折效果;提高限制能力;提高显示模组轻薄化;成本低;工艺简单;提高平稳性;应用广泛;提高稳固性;体积小;提高使用寿命,本申请实施例提供一种显示模组及显示装置，显示模组包括柔性显示面板和可变形层，可变形层位于柔性显示面板背光面的一侧；可变形层包括多个支撑结构，相邻的所述支撑结构相互吸引。显示模组包括展平状态，在展平状态下，多个支撑结构在可变形层所在的平面内排布。本申请能够实现柔性显示面板任意角度弯折，而且可以通过支撑结构的位置设置实现柔性显示面板不同位置的弯折，有利于增加显示模组的应用场景。,https://wzdata-api.qizhidao.com/bigtools/big/rk/5894c80771e0dc173ee6356bff560169/FMIPCN118351762ACN2024118351762A.PDF,1
3e1d0d0b-803d-414b-ad32-8dd00a3aff42,武汉华星光电技术有限公司,武汉天马微电子有限公司,433207268495855616,竞争对手,"{""peer_names"": ""武汉天马微电子有限公司"", ""peer_main_products"": ""微电子;车载面板;设计;智能手机面板;液晶显示器"", ""patent_product_words"": ""显示装置;显示面板;电子设备;显示模组;阵列基板"", ""standard_web_url"": """"}",WZIP_89ec30b564e3f6527f5bb927d0c8143f,公开,2024-07-12 12:00:00,光电;显示面板;移动终端面板;显示器;手机面板,显示面板;显示装置;阵列基板;背光模组;液晶显示面板,\N,显示面板的制备方法、显示面板以及显示装置,CN202410572598.5,\N,黏合方法;显示装置,显示面板的制备方法,达标排放;提高产品良率;提高显示效果;提高黏贴层设计难度;降低设计难度;设置合理;降低概率,本公开涉及显示技术领域，尤其涉及一种显示面板的制备方法、显示面板以及显示装置。显示面板包括显示区和非显示区，制备方法包括：在盖板对应非显示区的区域形成遮光层；在遮光层背离盖板的一面形成多个凸起结构；制备黏贴层，黏贴层对应非显示区的区域设置有多个第一凹槽结构；第一凹槽结构朝黏贴层的边缘延伸并贯穿黏贴层与外界环境连通；将黏贴层背离第一凹槽结构的一面粘贴在显示模组的出光侧；将黏贴层设置有多个第一凹槽结构的一面与盖板设置有遮光层的一侧贴合，凸起结构与黏贴层的接触区域位于相邻第一凹槽结构之间。本公开的技术方案，可解决盖板与黏贴层贴合后显示面板的显示区边缘出现气泡的问题，提高了显示面板中盖板贴合的优良率。,https://wzdata-api.qizhidao.com/bigtools/big/rk/3a27ebe919c58ee37b6e0eb11279b985/FMIPCN118325489ACN2024118325489A.PDF,4
